Date	Time	Severity	PID	TID	Function	Message
30-06-2025	22:04:48.751	 INFO	 24040	 31484	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:04:48.753	 INFO	 24040	 31484	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:04:50.302	 INFO	 33616	 31648	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:04:50.308	 INFO	 33616	 31648	DllMain	"PROCESS ATTACHED"
30-06-2025	22:04:50.311	 INFO	 33616	 33420	LateInitialization	"Intialization..."
30-06-2025	22:04:50.313	 INFO	 33616	 33420	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:04:50.316	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:04:50.319	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:04:50.322	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:04:50.324	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:04:50.327	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:04:50.329	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:04:50.331	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:04:50.333	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:04:50.336	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:04:50.338	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:04:50.341	 INFO	 33616	 33420	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:04:50.448	 INFO	 28832	 26136	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:04:50.456	 INFO	 28832	 26136	DllMain	"PROCESS ATTACHED"
30-06-2025	22:04:50.459	 INFO	 28832	 11948	LateInitialization	"Intialization..."
30-06-2025	22:04:50.461	 INFO	 28832	 11948	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:04:50.464	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:04:50.468	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:04:50.471	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:04:50.473	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:04:50.475	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:04:50.479	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:04:50.483	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:04:50.486	 INFO	 28832	 11948	LoadDisplayDevicesName	"\\.\DISPLAY8"
