Date	Time	Severity	PID	TID	Function	Message
30-06-2025	22:05:13.787	 INFO	  2080	 17924	LateInitialization	"Intialization..."
30-06-2025	22:05:13.789	 INFO	  2080	 17924	LateInitialization	"Exe = C:\Users\praveen.kumar\AppData\Local\Programs\Git\usr\bin\bash.exe"
30-06-2025	22:05:13.791	 INFO	  2080	 17924	LateInitialization	"IsExplorer = 0"
30-06-2025	22:05:13.792	 INFO	  2080	 17924	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
30-06-2025	22:05:13.794	 INFO	  2080	 17924	LateInitialization	"Intialization finished"
30-06-2025	22:05:15.002	 INFO	 25612	 15648	DllMain	"DLL_PROCESS_ATTACH 11:26:08 11.4.2516.10"
30-06-2025	22:05:15.005	 INFO	 25612	 11128	LateInitialization	"Intialization..."
30-06-2025	22:05:15.006	 INFO	 25612	 11128	LateInitialization	"Exe = C:\Users\praveen.kumar\AppData\Local\Programs\Git\usr\bin\bash.exe"
30-06-2025	22:05:15.008	 INFO	 25612	 11128	LateInitialization	"IsExplorer = 0"
30-06-2025	22:05:15.010	 INFO	 25612	 11128	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
30-06-2025	22:05:15.013	 INFO	 25612	 11128	LateInitialization	"Intialization finished"
30-06-2025	22:05:15.117	 INFO	 30100	 28960	DllMain	"DLL_PROCESS_ATTACH 11:26:08 11.4.2516.10"
30-06-2025	22:05:15.119	 INFO	 30100	 27272	LateInitialization	"Intialization..."
30-06-2025	22:05:15.124	 INFO	 30100	 27272	LateInitialization	"Exe = C:\Users\praveen.kumar\AppData\Local\Programs\Git\usr\bin\bash.exe"
30-06-2025	22:05:15.126	 INFO	 30100	 27272	LateInitialization	"IsExplorer = 0"
30-06-2025	22:05:15.128	 INFO	 30100	 27272	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
30-06-2025	22:05:15.131	 INFO	 30100	 27272	LateInitialization	"Intialization finished"
